district_type,nbr_floors,units,hospital,bld_age,Elevator,Parking,Security,CCTV,Pool,Sauna,Gym,Garden,Playground,Shop,Restaurant,Wifi,floor*age,Aver_trans,Aver_food,Aver_school,Aver_shop,price_sqm
2,5,834,2.1,28,0,0,0,1,0,0,0,1,0,1,0,0,140,6.1,0.9875,1.42,2.58,10577
2,8,471,1.8,8,1,1,1,1,0,0,1,1,0,1,1,1,64,7.64,0.5325,0.726,0.794,49059
2,16,140,2.3,24,1,1,1,1,0,0,0,0,0,1,0,1,384,3.98,0.465,0.746,0.184,31129
2,8,270,0.68,3,1,1,1,1,1,1,1,0,0,0,0,0,24,6.68,0.4375,0.798,0.4924,87368
2,10,560,0.69,28,1,1,1,1,0,0,0,0,0,1,0,0,280,6.66,0.395,0.83,0.5204,42597
2,11,1553,2,27,1,1,1,1,0,0,0,0,0,1,0,0,297,7.8,0.7875,0.864,0.8208,19071
2,38,592,1.4,9,1,1,1,1,1,1,1,1,0,1,1,1,342,7.48,0.3975,0.62,0.904,63000
2,8,79,1.8,7,1,1,1,1,1,0,1,0,0,0,0,0,56,2.82,1.525,1.92,2.62,54741
2,36,400,0.46,6,1,1,1,1,1,1,1,1,0,0,0,1,216,5.8,0.4575,0.568,1.16,89261
2,9,1748,0.98,22,1,1,1,1,1,0,0,1,1,1,1,0,198,5.8,0.25775,0.8,1.56,24184
2,8,408,1.3,6,1,1,1,1,1,0,1,1,0,0,0,0,48,6.84,0.495,1.3,2.2,53226
2,8,1114,1.1,7,1,1,1,1,1,1,1,1,0,1,0,1,56,2.82,0.003,0.802,0.0136,63793
2,8,486,2,6,1,1,1,1,1,0,1,1,0,0,0,0,48,6.68,0.132,0.75,1.2,60505
2,21,960,0.79,15,1,1,1,1,0,0,0,1,1,1,1,1,315,7.02,0.59,1.42,1.184,38288
2,26,470,1.7,11,1,1,1,1,1,0,1,1,0,0,0,1,286,4.8,0.56,0.882,1.08,93287
2,18,540,1.8,13,1,1,1,1,1,0,1,0,0,0,0,1,234,3.94,0.267,0.342,1.4132,51006
2,9,2812,2.9,16,0,0,0,1,1,0,0,1,0,0,0,0,144,8.82,0.8,1.94,1.86,15217
2,6,360,1.4,12,1,1,1,1,0,0,0,0,0,0,0,0,72,3.02,0.5075,0.928,0.104,45054
2,19,639,2,13,1,1,1,1,1,0,1,1,0,0,0,0,247,5.22,0.1575,0.744,1.66,48666
2,8,69,1,11,1,1,1,1,1,0,1,0,0,0,0,0,88,5.42,0.68,1.184,1.88,47690
2,8,470,1.6,17,1,1,1,1,0,0,1,1,1,0,0,1,136,7.46,0.13475,1.072,0.94,45135
2,7,856,0.042,16,1,1,1,1,0,0,1,1,0,1,1,0,112,4.58,0.1675,0.33,0.3212,36264
2,8,470,2.5,13,1,1,1,1,0,0,1,0,0,1,0,1,104,8.22,0.4575,1.44,1.54,32439
2,8,998,1.7,10,1,1,1,1,1,0,1,1,1,1,1,0,80,3.96,0.2725,0.496,1.56,49367
2,23,827,0.61,11,1,1,1,1,1,1,1,1,1,1,1,0,253,5.36,0.355,0.868,0.594,71077
2,9,225,3.1,13,1,1,1,1,0,0,0,0,0,1,0,0,117,31.8,8.6,7.04,10.64,19754
2,5,712,1.8,4,1,1,1,1,0,0,0,1,0,0,0,0,20,3.94,0.52,0.51,1.96,60435
2,7,112,2.2,27,0,0,0,1,0,0,0,0,0,0,0,0,189,6.28,0.55,1.28,1.54,133511
2,7,700,1.7,25,1,1,1,1,0,0,0,0,0,0,0,0,175,3.74,0.52,0.612,1.84,20827
2,19,1024,1.5,25,1,1,1,1,0,0,1,0,0,1,0,0,475,7.66,0.5255,0.798,1.008,35837
2,8,540,1.6,9,1,1,1,1,1,0,1,1,0,1,1,0,72,3.28,0.1355,0.522,0.044,82588
2,35,924,0.86,7,1,1,1,1,1,0,1,1,0,1,0,1,245,2.534,0.2115,0.974,0.2116,98270
2,8,340,0.96,9,1,1,1,1,1,0,1,1,0,0,0,0,72,5.98,0.3325,0.896,1.7,59193
2,8,370,1,7,1,1,1,1,1,0,1,0,0,0,0,0,56,5.94,0.27275,0.894,1.66,50514
2,7,79,1.2,10,1,1,1,1,1,0,1,0,0,0,0,1,70,7.1,0.5125,1.496,1.52,54948
2,20,867,1.2,5,1,1,1,1,1,1,1,1,0,1,1,1,100,6.78,0.465,1.3,2.18,75363
2,8,540,2.1,16,1,1,1,1,0,0,0,0,0,1,1,0,128,8.04,0.29,0.96,1.5,57692
2,8,900,2,16,1,1,1,1,0,0,0,1,0,1,0,1,128,8.36,2.2,3.56,3.7,19766
2,24,815,2,4,1,1,1,1,1,0,1,1,1,0,0,1,96,11.24,2.6,4.46,18.92,85479
2,8,791,2,9,1,1,1,1,0,0,1,1,1,1,1,0,72,8.92,1.475,2.76,3.66,46242
2,8,286,2,5,1,1,1,1,1,0,1,1,0,1,0,0,40,11.22,2.6,4.42,18.92,54010
2,28,895,2,4,1,1,1,1,1,0,1,1,0,1,1,0,112,9.66,2.275,3.96,4.54,102809
2,6,690.5,2,24,0,1,0,0,0,0,0,0,0,1,1,0,144,7.9,0.635,1.58,2.62,21679
2,8,690.5,0.96,12,1,1,1,1,0,0,0,0,0,0,0,0,96,7.2,0.4705,1.026,2.12,28697
2,8,825,3.9,7,1,1,1,1,1,1,1,1,0,1,0,0,56,6.156,0.149,0.8726,1.098,56606
2,6,382,4.2,28,0,1,0,1,0,0,0,0,0,0,1,1,168,6.42,0.8025,1.54,1.92,23214
2,8,1035,2.9,7,1,1,1,1,0,0,1,1,1,1,0,0,56,6.12,0.1501,0.678,1.382,59327
2,8,1568,3,11,1,1,1,1,0,0,1,1,1,0,0,0,88,6.24,0.3,0.842,1.64,51600
2,14,516,2.9,9,1,1,1,1,1,1,1,0,0,1,0,1,126,3.2,0.23,0.604,0.248,68079
2,14,1271,2.9,10,1,1,1,1,1,1,1,1,1,1,1,0,140,6.18,0.2625,0.738,1.466,56393
2,8,657,1.2,12,1,1,1,1,1,0,1,0,0,0,0,0,96,3.62,0.8,0.98,2.2,26206
2,8,72,0.7,8,1,1,1,1,1,0,1,1,0,1,0,1,64,7.42,0.388,0.95,2.4,46167
2,14,1358,2.3,7,1,1,1,1,1,0,1,1,0,0,0,0,98,2,0.3005,0.484,0.76,50300
2,8,79,1,7,1,1,1,1,0,0,1,0,0,0,0,1,56,6.92,0.513,1.014,2.42,36751
2,8,162,1.6,11,1,1,1,1,1,0,1,0,0,1,1,0,88,6.1,0.44,0.772,1.48,40443
2,15,274,1.5,5,1,1,1,1,1,0,1,1,1,0,0,1,75,5.58,0.26,0.736,1.52,94470
2,8,724,4,8,1,1,1,1,0,0,0,1,1,1,0,1,64,6.76,0.3325,0.9406,1.098,37344
2,8,1168,4.2,5,1,1,1,1,1,0,1,1,0,0,0,0,40,5.86,1.475,2.06,2.32,72527
3,8,406,0.95,5,1,1,1,1,1,0,1,1,0,1,0,0,40,3.36,0.7225,0.41,1.136,71278
3,9,304,1.6,21,1,1,1,1,0,0,0,0,0,0,0,0,189,3.68,0.9475,0.826,1.984,24857
3,9,154,2.2,21,1,1,1,1,0,0,0,0,0,0,0,0,189,2.94,0.2505,0.632,1.56,29818
3,8,182,0.6,10,1,1,1,1,1,0,1,1,0,1,0,1,80,4.38,0.55,0.7122,2,35961
3,36,260,2.2,12,1,1,1,1,1,1,1,0,0,0,1,0,432,1.76,0.1655,0.382,1.28,165714
3,9,312,1.6,15,1,1,1,1,1,0,1,0,0,0,0,0,135,2.34,0.082,0.608,0.003,146228
3,19,497,1.5,14,1,1,1,1,1,0,1,1,0,1,1,0,266,4.12,0.257,1.024,1.1412,73645
3,27,521,1,15,1,1,1,1,1,1,1,1,0,1,0,1,405,3.36,0.325,0.3218,1.45,96132
3,26,565,2.5,4,1,1,1,1,1,1,1,1,1,1,1,1,104,2.12,0.6975,1.32,1.42,92286
3,36,523,2.6,2,1,1,1,1,1,0,1,1,1,1,0,1,72,1.152,0.29,1.016,1.032,89263
1,8,2202,1.2,10,1,1,1,1,1,1,1,1,1,1,1,0,80,6.44,0.885,1.152,2.76,34483
1,5,840,1.8,29,0,1,1,1,0,0,0,0,0,1,0,0,145,7.38,1.5,1.502,2.58,75214
2,14,799,2,10,1,1,1,1,1,0,1,1,1,1,1,0,140,1.1,0.327,1.36,0.45,50880
2,14,799,0.002,10,1,1,1,1,1,0,1,0,1,0,0,0,140,1.366,0.25475,1.506,0.488,55833
2,5,56,0.002,8,1,1,1,1,1,0,1,1,0,0,0,0,40,1.316,0.63325,1.68,0.978,96905
2,20,272,0.34,32,1,1,1,1,1,1,1,0,0,1,1,0,640,4.06,0.21375,1.46,1.388,37930
2,9,336,2,23,1,1,1,1,1,0,1,0,0,0,0,0,207,2.1,1.0375,1.308,2.54,24742
2,30,410,2,16,1,1,1,1,1,1,1,1,1,0,0,0,480,1.58,0.6725,0.966,2.06,38398
2,8,180,2,4,1,1,1,1,1,0,1,1,0,0,0,1,32,1.88,0.8625,1.182,2.28,80619
2,8,77,1.5,6,1,1,1,1,1,0,1,0,0,0,0,0,48,2.64,1.53,1.948,2.54,67916
2,22,234,2,10,1,1,1,1,1,0,1,0,0,0,0,1,220,1.368,0.3625,1.564,0.4848,94498
2,12,1320,0.21,7,1,1,1,1,1,0,1,0,0,0,0,1,84,5.84,0.355,1.72,1.82,36789
2,8,966,0.002,11,1,1,1,1,1,0,1,0,0,1,0,0,88,1.272,0.4075,1.552,0.564,68943
2,23,718,2,26,1,1,1,1,1,1,1,1,1,1,1,1,598,1.68,0.7625,1.08,2.14,33230
2,18,422,0.002,7,1,1,1,1,1,0,1,1,1,1,0,0,126,1.086,0.38075,1.32,0.87,123773
2,21,1172,0.002,9,1,1,1,1,1,0,1,1,0,1,0,0,189,1.208,0.34075,1.46,0.642,118689
2,30,849,0.27,3,1,1,1,1,1,0,1,1,0,0,0,0,90,1.272,0.8725,1.196,2.16,143333
2,25,276,1.2,4,1,1,1,1,1,1,1,1,0,0,0,0,100,2.304,1.4,1.638,2.34,100333
2,6,77,0.94,28,0,1,1,1,1,0,1,1,0,1,0,0,168,2.062,1.2525,1.782,2.7,81272
2,8,700,1,13,1,1,1,1,1,0,1,0,1,0,0,0,104,3.48,0.5475,1.1312,2.02,33042
2,15,1028,1,7,1,1,1,1,1,0,1,1,1,1,1,0,105,3.68,0.4125,1.126,1.834,57548
2,25,620,0.002,8,1,1,1,1,1,0,1,1,1,0,0,0,200,1.23,0.48,1.54,0.632,21230
2,26,588,0.002,5,1,1,1,1,1,0,1,0,1,0,0,1,130,0.952,0.715,1.14,1.22,113636
2,8,336,2,10,1,1,1,1,0,0,1,1,0,1,0,0,80,2.64,0.5225,1.042,21.39,59467
2,8,157,1.5,6,1,1,1,1,1,0,1,1,0,0,0,0,48,2.6,1.4725,1.898,2.52,79875
2,8,1745,0.002,9,1,1,1,1,1,0,1,0,1,1,0,0,72,1.058,0.5075,1.27,1.92,41840
2,18,810,2,9,1,1,1,1,1,0,1,1,0,0,0,0,162,1.76,0.56,1.54,0.764,70249
2,8,149,0.002,10,1,1,1,1,1,1,1,0,0,0,0,0,80,1.342,0.51575,1.44,1.268,80000
2,8,252,1.6,12,1,1,1,1,1,0,1,0,0,0,0,0,96,2,1.05,2.18,2.66,40000
2,8,334,0.67,5,1,1,1,1,1,0,1,0,0,0,0,1,40,1.788,1.19,1.602,2.5,79967
2,39,820,0.002,7,1,1,1,1,1,0,1,1,0,1,0,1,273,1.118,0.4625,1.124,1.7,125714
2,8,60,0.45,5,1,1,1,1,1,0,1,0,0,0,0,0,40,1.5464,1.095,1.38,2.24,82105
2,8,73,1,4,1,1,1,1,1,0,1,1,0,0,0,0,32,2.094,1.3175,1.794,2.66,71637
2,27,269,1.8,4,1,1,1,1,1,1,1,1,0,0,0,0,108,2.02,1.4,1.38,1.66,92190
2,8,124,1.5,5,1,1,1,1,1,0,1,1,0,0,0,1,40,2.58,1.52,1.918,2.52,96754
2,26,732,0.002,4,1,1,1,1,1,0,1,1,0,0,0,0,104,1.152,0.4975,1.188,1.176,134077
2,7,79,1,6,1,1,1,1,1,1,1,0,0,0,0,1,42,3,0.7625,0.8962,21.64,326922
2,8,168,1,3,1,1,1,1,1,0,1,1,0,0,0,0,24,2.108,1.3,1.542,2.48,80258
2,8,754,0.6,23,1,1,1,1,1,0,0,0,0,1,1,0,184,6.1,0.265,0.714,2.72,195123
2,33,106,1.1,26,1,1,1,1,1,1,1,1,1,0,0,0,858,5.3,0.495,0.466,1.86,91955
2,9,338,2.4,23,1,1,1,1,0,0,0,0,0,1,0,0,207,5.04,0.5925,0.726,1.68,32554
2,28,2018,0.45,9,1,1,1,1,1,0,1,1,1,1,0,1,252,6.22,0.345,0.568,2.61,45000
2,20,199,1.6,9,1,1,1,1,1,1,1,1,1,1,1,1,180,5.48,0.23825,1.144,0.926,110390
2,30,2707,1,8,1,1,1,1,1,1,1,1,1,1,1,1,240,7.22,0.385,0.802,0.648,75328
2,22,580,2,13,1,1,1,1,1,0,1,1,1,0,0,0,286,5.82,0.160125,0.704,0.662,71259
2,26,651,1.9,12,1,1,1,1,1,1,1,0,0,0,0,0,312,6.12,0.15515,0.99,0.676,74996
2,13,1121,2.3,10,1,1,1,1,1,0,1,1,0,0,1,1,130,5,0.46,0.894,1.554,79143
2,12,182,2.2,10,1,1,1,1,1,0,1,1,0,0,0,0,120,5.04,0.45,0.9,1.504,78571
2,8,420,2.3,10,1,1,1,1,0,0,1,0,0,0,0,0,80,6.28,0.422,0.902,0.898,87512
2,8,234,1.2,11,0,1,1,1,0,0,1,0,0,0,0,1,88,7.76,0.7625,1.652,1.262,45519
2,34,121,1.2,27,1,1,1,1,1,0,1,1,1,0,0,1,918,4.82,0.3725,0.638,1.4,73836
2,23,244,2.3,6,1,1,1,1,1,1,1,1,0,1,0,0,138,6.26,0.4475,0.948,0.992,95280
2,8,76,2.4,11,1,1,1,1,1,1,1,1,0,0,0,1,88,6.3,0.465,1.006,1.078,79240
2,30,200,2.3,10,1,1,1,1,1,0,1,1,0,0,1,1,300,4.9,1.0475,0.408,2.28,74967
3,25,137,0.55,13,1,1,1,1,1,1,1,1,1,0,0,0,325,0.616,0.49,0.486,1.6,125000
3,8,95,0.64,8,1,1,1,1,1,1,1,1,0,0,0,0,64,1.37,0.4725,0.834,1.798,146341
3,8,111,0.96,6,1,1,1,1,1,0,1,1,0,0,0,0,48,1.342,0.535,0.928,1.76,154695
3,23,100,0.79,34,1,1,1,1,1,1,1,1,0,1,0,1,782,1.302,0.6375,0.994,1.808,79710
3,8,62,0.74,8,1,1,1,1,1,0,1,0,0,0,0,0,64,1.274,0.585,0.808,1.7,160443
3,29,300,0.35,10,1,1,1,1,1,1,1,0,0,1,0,1,290,1.246,0.645,0.71,1.86,130667
3,8,176,0.96,5,1,1,1,1,1,1,1,1,0,0,0,0,40,1.286,0.7425,1.044,1.76,201111
3,27,286,0.21,9,1,1,1,1,1,1,1,1,1,0,0,0,243,1.208,0.5325,0.622,1.874,138140
3,32,319,0.7,3,1,1,1,1,1,1,1,1,0,0,0,0,96,0.78,0.3725,0.662,1.6,161882
3,8,69,0.36,12,1,1,1,1,1,1,1,0,0,0,0,0,96,1.186,0.6725,0.646,1.9,152209
3,8,72,0.61,9,1,1,1,1,1,0,1,1,0,0,0,0,72,1.282,0.45,0.87,1.83,161723
3,7,81,0.7,21,1,1,1,1,1,1,1,0,0,0,1,1,147,1.316,0.5425,0.784,1.68,229055
3,25,132,0.97,8,1,1,1,1,1,1,1,1,0,0,0,1,200,1.282,0.4675,0.858,1.88,247191
3,20,206,1.3,4,1,1,1,1,1,0,1,1,0,0,0,0,80,1.052,0.6675,1.114,1.354,155272
3,21,226,0.53,14,1,1,1,1,1,0,1,1,1,1,0,0,294,1.272,0.62,0.812,1.54,184480
3,37,281,0.061,22,1,1,1,1,1,0,1,0,0,0,0,0,814,1.19,0.385,0.472,1.764,120137
3,8,155,0.73,17,1,1,1,1,1,1,1,0,0,0,0,0,136,1.346,0.6075,0.938,1.66,161765
3,8,116,1.2,8,1,1,1,1,0,0,1,1,0,0,0,0,64,1.136,1,1.28,1.3,97020
3,40,562,0.46,7,1,1,1,1,1,1,1,1,0,0,0,0,280,1.2,0.565,0.668,1.9,200621
3,8,155,1.5,14,1,1,1,1,1,0,1,0,0,0,0,0,112,1.084,0.57,1.138,6.796,132626
3,40,108,0.47,11,1,1,1,1,1,1,1,1,1,1,1,1,440,1.266,0.3475,0.754,1.746,232741
3,14,75,0.85,14,1,1,1,1,1,0,0,1,0,0,0,0,196,1.268,0.4,0.756,1.78,226675
3,23,211,1,2,1,1,1,1,1,1,1,1,0,0,0,1,46,0.816,0.48,0.736,0.41,189035
3,29,71,0.84,13,1,1,1,1,1,1,1,1,1,0,0,1,377,0.856,0.5,0.638,1.58,180766
